0,地址,名称,维度,经度,类型
407,,五佰村路·中央北路(公交站),32.107534502100485,118.77679493677303,公交站
408,,省中西医结合医院(公交站),32.100737230506724,118.80413195370859,公交站
409,,清溪路(公交站),32.04382631129074,118.81756984368566,公交站
410,,金域中央总站(公交站),32.10690699796092,118.76705749705759,公交站
411,,建康路·大中桥(公交站),32.027857882489194,118.79362793789859,公交站
412,,建康路(公交站),32.026641690796936,118.78903522858744,公交站
413,,银城街(公交站),32.05578149709272,118.73002525782097,公交站
414,,湘江路(公交站),32.053095407510966,118.73091690555643,公交站
415,,纬一路(公交站),32.106897482238864,118.76508681739931,公交站
416,,解放南路(公交站),32.03248721609484,118.80520835179573,公交站
417,,夫子庙总站(公交站),32.025464753733885,118.78499293347181,公交站
418,,洋珠巷(公交站),32.025123305286805,118.77377791604907,公交站
419,,江东北路·东宝路(公交站),32.047149749744555,118.73365482148182,公交站
420,,热河路(公交站),32.09098098437825,118.737220116303,公交站
421,,惠民路(公交站),32.08715920614088,118.73432976322297,公交站
422,,水关桥西(公交站),32.101720558658165,118.75053887842678,公交站
423,,建康路·夫子庙(公交站),32.025711748861866,118.78712522943495,公交站
424,,夫子庙(公交站),32.02572000876714,118.78730852018147,公交站
425,,静海寺纪念馆(公交站),32.09339196110012,118.73922520898356,公交站
426,,长虹路(公交站),32.026830752303916,118.7616966989999,公交站
427,,通济门(公交站),32.02772870968334,118.79606631575818,公交站
428,,机务段(公交站),32.09908347386473,118.74480870382718,公交站
429,,南湖(公交站),32.031129974245296,118.74955323882656,公交站
430,,瑞金路(公交站),32.03399407458796,118.80942073199172,公交站
431,,樱驼村(公交站),32.079874290950784,118.82505144540282,公交站
432,,唐山路总站(公交站),32.08097612791514,118.72979408652444,公交站
433,,和燕路·迈皋桥(公交站),32.103998418932186,118.80153257181267,公交站
434,,清凉门大街·管子桥(公交站),32.04859615330198,118.7313900166831,公交站
435,,蒋王庙(公交站),32.0812782321603,118.82485991013749,公交站
436,,来凤街(公交站),32.02486394574154,118.76556779640863,公交站
437,,御道街(公交站),32.035173879022096,118.81191276521992,公交站
438,,玉塘村(公交站),32.0327769915218,118.74565381422903,公交站
439,,江东北路·汉中门大街(公交站),32.04434520655283,118.73345718819328,公交站
440,,藤子村(公交站),32.09756350837369,118.81300031590634,公交站
441,,宁工新寓(公交站),32.059519382707045,118.72674640731216,公交站
442,,中山南路·新桥(公交站),32.02321387303468,118.77568034054131,公交站
443,,拓园(公交站),32.03449049679352,118.74267089764628,公交站
444,,江东门纪念馆(公交站),32.036887474802974,118.73978028256919,公交站
445,,裕华名居(公交站),32.041695914592935,118.73515056864562,公交站
446,,方家营路·水关桥(公交站),32.102556348484455,118.74810444708879,公交站
447,,五塘新村(公交站),32.110318578772485,118.77897950833062,公交站
448,,惠民桥(公交站),32.09231301065608,118.73503893500093,公交站
449,,福园(公交站),32.032441931922584,118.74414391884025,公交站
450,,樱铁村(公交站),32.08943762069215,118.8220151130386,公交站
451,,幕府新村(公交站),32.11031497811782,118.76861461832533,公交站
452,,南京博物院(公交站),32.0409608866359,118.81982488620547,公交站
453,,五塘村(公交站),32.11099498554189,118.77379300409991,公交站
454,,红山路·迈皋桥(公交站),32.10495677622975,118.80394820295837,公交站
455,,夫子庙·瞻园(公交站),32.022035913629914,118.78028642072451,公交站
456,,鼓楼河西服务中心(公交站),32.04689560053366,118.72987318574644,公交站
457,,金陵村(公交站),32.10801501206176,118.75717056443257,公交站
458,,南京大屠杀遇难同胞纪念馆(公交站),32.03788054277341,118.73659927994595,公交站
459,,南京西站(公交站),32.097542905449885,118.7388819288242,公交站
460,,瑞金路东(公交站),32.03375693048513,118.81320458402098,公交站
461,,沿河村(公交站),32.03101859070091,118.74477700739602,公交站
462,,中华路·瞻园路(公交站),32.02164065234782,118.77846901379226,公交站
463,,仙鹤街(公交站),32.02210857990873,118.76955468107194,公交站
464,,云锦路·水西门大街(公交站),32.03534630370253,118.73897166021537,公交站
465,,中山植物园(公交站),32.05291865181126,118.82785985949312,公交站
466,,大光路北(公交站),32.02817459054058,118.80484201799892,公交站
467,,中山门(公交站),32.04102001007424,118.82094926983116,公交站
468,,大光路(公交站),32.02693054579818,118.80267787030645,公交站
469,,银城花园(公交站),32.055613481069656,118.72538993086619,公交站
470,,迈皋桥东(公交站),32.10470489544601,118.80632195640939,公交站
471,,东水关(公交站),32.02396151742968,118.79523315413485,公交站
472,,南湖路·沿河村(公交站),32.027314156949785,118.74985864097813,公交站
473,,象房村西路(公交站),32.02443087319809,118.79786292171292,公交站
474,,江东中路·江东门北街(公交站),32.04010237310393,118.73318273236899,公交站
475,,鼓教二村(公交站),32.04888156807875,118.72741084975404,公交站
476,,典雅居(公交站),32.04179741856723,118.7317953916785,公交站
477,,标营(公交站),32.03107796968264,118.81137803126502,公交站
478,,天妃宫小学(公交站),32.09414491852297,118.7337504182595,公交站
479,,东升村(公交站),32.02581117138585,118.75156813160129,公交站
480,,迈皋桥广场(公交站),32.10662140982757,118.80468951790667,公交站
481,,金陵小区(公交站),32.11029340584947,118.75909336369087,公交站
482,,集庆门大街·南湖路(公交站),32.027168925158875,118.74855447182257,公交站
483,,樱花路(公交站),32.08469422161779,118.82766554929113,公交站
484,,殷高巷(公交站),32.0205646262852,118.77109038665536,公交站
485,,水西门大街·江东门(公交站),32.0365415993936,118.73555485721273,公交站
486,,南湖集贸市场(公交站),32.02423582209274,118.75489632560976,公交站
487,,金陵世纪花园(公交站),32.04408734872998,118.72922590669754,公交站
488,,北苑新村南(公交站),32.10112947305808,118.81420751458259,公交站
489,,集庆门大街·湖西街(公交站),32.02806093791941,118.74631824955873,公交站
490,,集庆门(公交站),32.020805271247774,118.76717956317674,公交站
491,,东宝路·锦江路(公交站),32.04511813736102,118.72831848739386,公交站
492,,湖西街(公交站),32.02950728589378,118.74369123176443,公交站
493,,方家营(公交站),32.10440256820692,118.74474721395515,公交站
494,,市第一医院(公交站),32.019960317288984,118.78018747594432,公交站
495,,中山码头(公交站),32.08970238100877,118.72911476499144,公交站
496,,梅花谷西门(公交站),32.04780668015546,118.82795151932174,公交站
497,,五塘村东(公交站),32.11359892980624,118.77515235913121,公交站
498,,七里街(公交站),32.02188503837369,118.79459920857285,公交站
499,,浦江路·汉中门大街(公交站),32.04263399466751,118.72927100840964,公交站
500,,福园街(公交站),32.03394251449388,118.7370274719074,公交站
501,,东宝路(公交站),32.04513459712016,118.72760903827054,公交站
502,,文体路·集庆门大街(公交站),32.024167118447465,118.75278961266086,公交站
503,,江东中路·水西门大街(公交站),32.0377599126091,118.73303103425312,公交站
504,,五佰村(公交站),32.113747843505514,118.78189822298484,公交站
505,,解放南路南站(公交站),32.02535415604099,118.80439038069188,公交站
506,,武定桥(公交站),32.0194008717833,118.78154742317713,公交站
507,,中华路·长乐路(公交站),32.01918339768201,118.77787246257789,公交站
508,,长营村(公交站),32.10518061080025,118.81001041912414,公交站
509,,凤台路·集庆门(公交站),32.02079083558298,118.76243776741528,公交站
510,,育才公寓(公交站),32.048123759313626,118.7254595621424,公交站
511,,华电路(公交站),32.1070794434203,118.8069209451889,公交站
512,,胡家花园(公交站),32.01946487330362,118.76944081258999,公交站
513,,沿河村南站(公交站),32.028355031279965,118.7435563524257,公交站
514,,彩虹苑(公交站),32.02233281701785,118.75600995877306,公交站
515,,集庆门大桥西(公交站),32.02147877933423,118.75856028429456,公交站
516,,卫桥(公交站),32.0413369103148,118.82511610005794,公交站
517,,樱驼花园(公交站),32.086634420174924,118.82862139224214,公交站
518,,钓鱼台(公交站),32.0187024507039,118.77437419847243,公交站
519,,白云新寓(公交站),32.11427343023336,118.77048510265897,公交站
520,,象房村(公交站),32.0234003229652,118.80185258970101,公交站
521,,东宝路总站(公交站),32.04517739548619,118.72644298741726,公交站
522,,光华门(公交站),32.02580911885477,118.80714284522931,公交站
523,,云锦路(公交站),32.03158367224982,118.73808729794753,公交站
524,,旭日景城(公交站),32.11487481162893,118.78007957356967,公交站
525,,白鹭花园(公交站),32.03004591142449,118.73982690257759,公交站
526,,江边路·建宁路(公交站),32.09349883563614,118.72969399682981,公交站
527,,集庆门大街东(公交站),32.020144495334016,118.76046851993134,公交站
528,,宝塔桥(公交站),32.1052919108516,118.74223740846696,公交站
529,,江东万达广场(公交站),32.03451981712779,118.73384688706962,公交站
530,,北苑一村(公交站),32.10422309460299,118.81420021570942,公交站
531,,光华门北(公交站),32.02694118949024,118.81091946125018,公交站
532,,琵琶巷(公交站),32.01805134646229,118.78520794385769,公交站
533,,蓝旗街(公交站),32.028235646624054,118.81319005850376,公交站
534,,金陵六村(公交站),32.11200075084135,118.754514058088,公交站
535,,南堡公园(公交站),32.109920015268706,118.749354913721,公交站
536,,梅花谷南门(公交站),32.044691736518146,118.82942791777819,公交站
537,,燕江路(公交站),32.113884733794414,118.76021569272713,公交站
538,,旭日景城总站(公交站),32.11590746589487,118.78204923969354,公交站
539,,燕江路南(公交站),32.11397573907428,118.76019267018624,公交站
540,,樱驼花园东(公交站),32.087275369749456,118.83066964437789,公交站
541,,黄方村(公交站),32.116006635675134,118.78446478716482,公交站
542,,月牙湖公园·御道街(公交站),32.033258893789466,118.8207585729324,公交站
543,,月牙湖(公交站),32.03325896530067,118.82079665385967,公交站
544,,箍桶巷(公交站),32.01707570908831,118.78339631035689,公交站
545,,汉中门大街·清江路(公交站),32.0415636670677,118.72632142415995,公交站
546,,河西万达广场(公交站),32.033697012981534,118.73298443634926,公交站
547,,南堡公园(西)(公交站),32.11012992675054,118.74842377647131,公交站
548,,月苑小区南(公交站),32.10098729375291,118.82002582543421,公交站
549,,万达广场北(公交站),32.03631895199063,118.73033984234164,公交站
550,,安如村(公交站),32.02606257131347,118.74274066681042,公交站
551,,集庆门大街·江东中路(公交站),32.03045088848203,118.73650100767647,公交站
552,,南堡公园西(公交站),32.110136895891635,118.74814974839205,公交站
553,,南苑新村(公交站),32.02158719253021,118.7515155092128,公交站
554,,金地名京(公交站),32.02961540190321,118.73745470810572,公交站
555,,燕山路·江东门北街(公交站),32.03741496213351,118.72902766849064,公交站
556,,军师巷(公交站),32.01646921962846,118.77994346365367,公交站
557,,清河新寓(公交站),32.04239265676808,118.72520831486513,公交站
558,,迈招(公交站),32.109185638167986,118.80902302532567,公交站
559,,卫桥南(公交站),32.03863502457846,118.82656842792181,公交站
560,,白鹭东苑(公交站),32.01799136360272,118.7934605493855,公交站
561,,北苑西路·网板路(公交站),32.10677211957547,118.81393242075927,公交站
562,,北苑新村(公交站),32.10574515500551,118.81568319361949,公交站
563,,窑上村(公交站),32.11589955888558,118.79275631059973,公交站
564,,武定门(公交站),32.01664852506011,118.78912028678458,公交站
565,,江东中路·集庆门大街(公交站),32.03040256902284,118.73460187971774,公交站
566,,燕江路东(公交站),32.11591056768017,118.76096397556041,公交站
567,,上元门地铁站(公交站),32.11690968472292,118.76534610239965,公交站
568,,长虹路南(公交站),32.01745048593842,118.75976634157661,公交站
